pas_lineametro,pas_periodo,pas_valor
METRO_LINEA_B,201603,2439102
METRO_LINEA_L,201603,93681
METRO_CUENCA_3,201603,530246
METRO_LINEA_J,201603,390073
METRO_CUENCA_7_INTEGRADOS,201603,362126
METRO_CUENCA_5_INTEGRADOS,201603,0
METRO_LINEA_H,201603,0
METRO_LINEA_2_BUSES,201603,325237
METRO_CUENCA_3,201503,489773
METRO_LINEA_J,201503,386881
METRO_LINEA_K,201503,611305
METRO_LINEA_B,201503,2441014
METRO_LINEA_L,201503,65005
METRO_LINEA_A,201503,14252048
METRO_LINEA_2_BUSES,201503,356399
METRO_LINEA_1_BUSES,201503,1878140
METRO_CUENCA_6,201503,916217
METRO_LINEA_L,201403,56803
METRO_LINEA_J,201403,378298
METRO_LINEA_K,201403,595987
METRO_LINEA_2_BUSES,201403,397760
METRO_CUENCA_3,201403,479384
METRO_LINEA_1_BUSES,201403,1841105
METRO_LINEA_A,201403,12141808
METRO_CUENCA_6,201403,777221
METRO_LINEA_B,201403,2264728
METRO_LINEA_L,201303,82736
METRO_LINEA_1_BUSES,201303,1042564
METRO_LINEA_J,201303,218378
METRO_LINEA_B,201303,1968200
METRO_CUENCA_6,201303,0
METRO_CUENCA_3,201303,0
METRO_LINEA_2_BUSES,201303,0
METRO_LINEA_A,201303,11365510
METRO_LINEA_K,201303,535199
METRO_LINEA_B,201203,2074265
METRO_LINEA_K,201203,545087
METRO_LINEA_1_BUSES,201203,769733
METRO_LINEA_J,201203,262493
METRO_LINEA_A,201203,11644122
METRO_LINEA_L,201203,64395
METRO_LINEA_L,201103,57662
METRO_LINEA_A,201103,11617733
METRO_LINEA_K,201103,455580
METRO_LINEA_B,201103,2025996
METRO_LINEA_1_BUSES,201103,0
METRO_LINEA_J,201103,241408
METRO_LINEA_J,202002,428657
METRO_TRANVIA,202002,867501
METRO_CUENCA_5_INTEGRADOS,202002,451067
METRO_CUENCA_3,202002,677307
METRO_CUENCA_9_INTEGRADOS,202002,135576
METRO_LINEA_H,202002,66874
METRO_LINEA_2_BUSES,202002,329524
METRO_LINEA_K,202002,661595
METRO_LINEA_1_BUSES,202002,2087168
METRO_LINEA_L,202002,61772
METRO_CUENCA_7_INTEGRADOS,202002,457476
METRO_LINEA_B,202002,2252199
METRO_CUENCA_6,202002,1291410
METRO_LINEA_A,202002,13674939
METRO_LINEA_2_BUSES,201902,330118
METRO_LINEA_J,201902,391772
METRO_CUENCA_7_INTEGRADOS,201902,432538
METRO_CUENCA_3,201902,655442
METRO_LINEA_B,201902,2172629
METRO_TRANVIA,201902,774314
METRO_LINEA_L,201902,68224
METRO_CUENCA_9_INTEGRADOS,201902,140711
METRO_CUENCA_5_INTEGRADOS,201902,469413
METRO_LINEA_H,201902,60464
METRO_LINEA_K,201902,612649
METRO_CUENCA_6,201902,1191929
METRO_LINEA_1_BUSES,201902,2028906
METRO_LINEA_A,201902,12778251
METRO_LINEA_H,201802,55351
METRO_LINEA_J,201802,416493
METRO_CUENCA_3,201802,608434
METRO_LINEA_B,201802,2328886
METRO_CUENCA_5_INTEGRADOS,201802,392098
METRO_CUENCA_9_INTEGRADOS,201802,121186
METRO_LINEA_A,201802,13676859
METRO_LINEA_L,201802,67335
METRO_LINEA_K,201802,603168
METRO_TRANVIA,201802,676413
METRO_CUENCA_6,201802,1024141
METRO_LINEA_2_BUSES,201802,326004
METRO_CUENCA_7_INTEGRADOS,201802,404533
METRO_LINEA_1_BUSES,201802,2054638
METRO_CUENCA_7_INTEGRADOS,201702,374338
METRO_TRANVIA,201702,512615
METRO_CUENCA_6,201702,971089
METRO_LINEA_A,201702,14024137
METRO_LINEA_2_BUSES,201702,330672
METRO_LINEA_1_BUSES,201702,1986739
METRO_LINEA_H,201702,48114
METRO_CUENCA_5_INTEGRADOS,201702,392490
METRO_LINEA_L,201702,69299
METRO_CUENCA_9_INTEGRADOS,201702,3626
METRO_LINEA_K,201702,596335
METRO_LINEA_B,201702,2471705
METRO_CUENCA_3,201702,556025
METRO_LINEA_J,201702,395913
METRO_LINEA_H,201602,0
METRO_LINEA_2_BUSES,201602,334647
METRO_LINEA_A,201602,14322955
METRO_LINEA_L,201602,63534
METRO_CUENCA_5_INTEGRADOS,201602,0
METRO_LINEA_K,201602,589059
METRO_CUENCA_3,201602,537662
METRO_CUENCA_7_INTEGRADOS,201602,361938
METRO_CUENCA_6,201602,1010469
METRO_TRANVIA,201602,0
METRO_LINEA_1_BUSES,201602,1921758
METRO_LINEA_J,201602,391716
METRO_LINEA_B,201602,2471380
METRO_LINEA_B,201502,2270327
METRO_LINEA_2_BUSES,201502,338705
METRO_LINEA_J,201502,357187
METRO_LINEA_K,201502,560164
METRO_LINEA_L,201502,50941
METRO_LINEA_1_BUSES,201502,1789746
METRO_LINEA_A,201502,13274427
METRO_CUENCA_6,201502,859296
METRO_CUENCA_3,201502,459497
METRO_CUENCA_6,201402,603484
METRO_CUENCA_3,201402,432021
METRO_LINEA_A,201402,12101453
METRO_LINEA_J,201402,341398
METRO_LINEA_2_BUSES,201402,333310
METRO_LINEA_L,201402,50337
METRO_LINEA_1_BUSES,201402,1697048
METRO_LINEA_B,201402,2118215
METRO_LINEA_K,201402,538230
METRO_LINEA_A,201302,11293626
METRO_LINEA_L,201302,42954
METRO_LINEA_K,201302,498808
METRO_CUENCA_6,201302,0
METRO_LINEA_J,201302,278007
METRO_LINEA_B,201302,1941982
METRO_LINEA_1_BUSES,201302,1038173
METRO_CUENCA_3,201302,0
METRO_LINEA_2_BUSES,201302,0
METRO_LINEA_B,201202,1965248
METRO_LINEA_J,201202,263135
METRO_LINEA_A,201202,11036302
METRO_LINEA_1_BUSES,201202,693971
METRO_LINEA_K,201202,516502
METRO_LINEA_L,201202,63052
METRO_LINEA_B,201102,1819092
METRO_LINEA_K,201102,487609
METRO_LINEA_1_BUSES,201102,0
METRO_LINEA_L,201102,64910
METRO_LINEA_J,201102,220832
METRO_LINEA_A,201102,10412839
METRO_LINEA_A,202012,12693379
METRO_LINEA_1_BUSES,201912,2050861
METRO_CUENCA_6,201912,1240724
METRO_TRANVIA,201912,848225
METRO_LINEA_2_BUSES,201912,317080
METRO_LINEA_A,201912,15279189
METRO_LINEA_K,201912,770786
METRO_CUENCA_7_INTEGRADOS,201912,468957
METRO_CUENCA_9_INTEGRADOS,201912,140703
METRO_LINEA_J,201912,470211
METRO_CUENCA_5_INTEGRADOS,201912,450564
METRO_LINEA_B,201912,2242171
METRO_LINEA_L,201912,114433
METRO_CUENCA_3,201912,654130
METRO_LINEA_H,201912,71561
METRO_CUENCA_3,201812,579800
METRO_LINEA_L,201812,115419
METRO_LINEA_H,201812,65529
METRO_CUENCA_6,201812,1127420
METRO_LINEA_2_BUSES,201812,328408
METRO_LINEA_A,201812,14210329
METRO_CUENCA_9_INTEGRADOS,201812,128428
METRO_LINEA_1_BUSES,201812,1987039
METRO_LINEA_B,201812,2150654
METRO_CUENCA_5_INTEGRADOS,201812,400910
METRO_TRANVIA,201812,771696
METRO_LINEA_J,201812,427233
METRO_CUENCA_7_INTEGRADOS,201812,420576
METRO_LINEA_K,201812,713998
METRO_TRANVIA,201712,695828
METRO_CUENCA_5_INTEGRADOS,201712,358781
METRO_LINEA_H,201712,63793
METRO_CUENCA_3,201712,570515
METRO_LINEA_2_BUSES,201712,321518
METRO_CUENCA_9_INTEGRADOS,201712,113086
METRO_LINEA_B,201712,2474290
METRO_CUENCA_6,201712,954275
METRO_LINEA_1_BUSES,201712,1938156
METRO_LINEA_J,201712,442552
METRO_LINEA_L,201712,117470
METRO_LINEA_A,201712,15265404
METRO_CUENCA_7_INTEGRADOS,201712,375026
METRO_LINEA_K,201712,709528
METRO_LINEA_2_BUSES,201612,335095
METRO_CUENCA_7_INTEGRADOS,201612,364853
METRO_LINEA_L,201612,114172
METRO_LINEA_J,201612,446320
METRO_TRANVIA,201612,514277
METRO_CUENCA_5_INTEGRADOS,201612,24687
METRO_CUENCA_3,201612,540908
METRO_LINEA_K,201612,698888
METRO_CUENCA_6,201612,983874
METRO_LINEA_1_BUSES,201612,1929735
METRO_LINEA_B,201612,2535013
METRO_LINEA_A,201612,15993181
METRO_LINEA_H,201612,19264
METRO_LINEA_J,201512,355107
METRO_LINEA_1_BUSES,201512,1822264
METRO_CUENCA_3,201512,493007
METRO_CUENCA_6,201512,938575
METRO_LINEA_B,201512,2456015
METRO_LINEA_A,201512,15551802
METRO_LINEA_K,201512,683135
METRO_LINEA_L,201512,120637
METRO_LINEA_2_BUSES,201512,330811
METRO_LINEA_J,201412,398255
METRO_CUENCA_3,201412,447203
METRO_LINEA_L,201412,94022
METRO_LINEA_A,201412,14515230
METRO_LINEA_K,201412,654265
METRO_CUENCA_6,201412,821398
METRO_LINEA_1_BUSES,201412,1752707
METRO_LINEA_2_BUSES,201412,342936
METRO_LINEA_B,201412,2322375
METRO_CUENCA_3,201312,168976
METRO_LINEA_1_BUSES,201312,1406731
METRO_LINEA_L,201312,84273
METRO_LINEA_A,201312,13763172
METRO_LINEA_B,201312,2203075
METRO_LINEA_K,201312,655997
METRO_LINEA_2_BUSES,201312,194409
METRO_LINEA_J,201312,381337
METRO_CUENCA_6,201312,115126
METRO_LINEA_L,201212,97437
METRO_LINEA_B,201212,2046501
METRO_LINEA_A,201212,12508440
METRO_LINEA_J,201212,314662
METRO_LINEA_K,201212,603826
METRO_LINEA_1_BUSES,201212,966684
METRO_LINEA_A,201112,12699496
METRO_LINEA_K,201112,617214
METRO_LINEA_J,201112,281159
METRO_LINEA_B,201112,2044723
METRO_LINEA_L,201112,98438
METRO_LINEA_1_BUSES,201112,146265
METRO_LINEA_B,202011,1167420
METRO_LINEA_L,202011,21461
METRO_LINEA_1_BUSES,202011,1139555
METRO_TRANVIA,202011,468391
METRO_LINEA_K,202011,207398
METRO_CUENCA_5_INTEGRADOS,202011,242035
METRO_CUENCA_3,202011,403071
METRO_CUENCA_7_INTEGRADOS,202011,272827
METRO_LINEA_A,202011,7778785
METRO_LINEA_H,202011,40347
METRO_LINEA_2_BUSES,202011,176634
METRO_CUENCA_6,202011,941327
METRO_LINEA_J,202011,195819
METRO_CUENCA_9_INTEGRADOS,202011,83899
METRO_CUENCA_7_INTEGRADOS,201911,476637
METRO_LINEA_1_BUSES,201911,2037698
METRO_CUENCA_9_INTEGRADOS,201911,147760
METRO_LINEA_H,201911,65691
METRO_LINEA_A,201911,14149823
METRO_LINEA_K,201911,613001
METRO_CUENCA_6,201911,1326998
METRO_CUENCA_5_INTEGRADOS,201911,484235
METRO_LINEA_J,201911,428925
METRO_CUENCA_3,201911,677057
METRO_LINEA_L,201911,63968
METRO_TRANVIA,201911,831007
METRO_LINEA_2_BUSES,201911,308540
METRO_LINEA_B,201911,2249703
METRO_CUENCA_7_INTEGRADOS,201811,440482
METRO_LINEA_A,201811,13431128
METRO_CUENCA_5_INTEGRADOS,201811,451328
METRO_LINEA_H,201811,60908
METRO_LINEA_L,201811,69625
METRO_LINEA_1_BUSES,201811,2074972
METRO_LINEA_2_BUSES,201811,328937
METRO_TRANVIA,201811,773411
METRO_LINEA_J,201811,403901
METRO_CUENCA_3,201811,616971
METRO_LINEA_K,201811,642780
METRO_CUENCA_6,201811,1220185
METRO_LINEA_B,201811,2208532
METRO_CUENCA_9_INTEGRADOS,201811,139483
METRO_LINEA_1_BUSES,201711,2046099
METRO_LINEA_2_BUSES,201711,329126
METRO_CUENCA_3,201711,615586
METRO_LINEA_H,201711,59289
METRO_LINEA_B,201711,2703267
METRO_LINEA_J,201711,432012
METRO_CUENCA_9_INTEGRADOS,201711,126932
METRO_LINEA_K,201711,636745
METRO_LINEA_L,201711,74700
METRO_TRANVIA,201711,674946
METRO_CUENCA_5_INTEGRADOS,201711,413201
METRO_CUENCA_6,201711,1036227
METRO_LINEA_A,201711,14791658
METRO_CUENCA_7_INTEGRADOS,201711,399708
METRO_LINEA_L,201611,68126
METRO_CUENCA_3,201611,563576
METRO_LINEA_2_BUSES,201611,328415
METRO_CUENCA_7_INTEGRADOS,201611,378563
METRO_TRANVIA,201611,413092
METRO_LINEA_K,201611,613028
METRO_LINEA_A,201611,15194187
METRO_LINEA_B,201611,2595602
METRO_LINEA_H,201611,0
METRO_CUENCA_6,201611,1050024
METRO_CUENCA_5_INTEGRADOS,201611,0
METRO_LINEA_J,201611,409257
METRO_LINEA_1_BUSES,201611,1996823
METRO_LINEA_B,201511,2469658
METRO_CUENCA_6,201511,994328
METRO_CUENCA_3,201511,519261
METRO_LINEA_K,201511,618303
METRO_LINEA_J,201511,420042
METRO_LINEA_1_BUSES,201511,1876598
METRO_LINEA_2_BUSES,201511,320606
METRO_LINEA_L,201511,73400
METRO_LINEA_A,201511,14881312
METRO_LINEA_L,201411,50904
METRO_LINEA_1_BUSES,201411,1782297
METRO_CUENCA_6,201411,872802
METRO_LINEA_K,201411,457103
METRO_LINEA_J,201411,364854
METRO_LINEA_2_BUSES,201411,334208
METRO_LINEA_B,201411,2306473
METRO_CUENCA_3,201411,455002
METRO_LINEA_A,201411,13573843
METRO_CUENCA_3,201311,70002
METRO_LINEA_B,201311,2208810
METRO_CUENCA_6,201311,68222
METRO_LINEA_A,201311,12990948
METRO_LINEA_K,201311,573924
METRO_LINEA_L,201311,62073
METRO_LINEA_J,201311,347354
METRO_LINEA_2_BUSES,201311,160376
METRO_LINEA_1_BUSES,201311,1373085
METRO_LINEA_J,201211,285364
METRO_LINEA_L,201211,65179
METRO_LINEA_K,201211,531304
METRO_LINEA_A,201211,11943062
METRO_LINEA_B,201211,2064561
METRO_LINEA_1_BUSES,201211,1021419
METRO_LINEA_J,201111,249783
METRO_LINEA_1_BUSES,201111,0
METRO_LINEA_A,201111,11400883
METRO_LINEA_L,201111,66532
METRO_LINEA_K,201111,530352
METRO_LINEA_B,201111,1970083
METRO_LINEA_1_BUSES,202010,1115596
METRO_LINEA_H,202010,37088
METRO_CUENCA_6,202010,890538
METRO_CUENCA_9_INTEGRADOS,202010,76996
METRO_TRANVIA,202010,443911
METRO_LINEA_L,202010,27740
METRO_LINEA_J,202010,258446
METRO_CUENCA_3,202010,403927
METRO_CUENCA_7_INTEGRADOS,202010,256841
METRO_LINEA_B,202010,1125329
METRO_CUENCA_5_INTEGRADOS,202010,214937
METRO_LINEA_A,202010,7491708
METRO_LINEA_K,202010,414380
METRO_LINEA_2_BUSES,202010,186242
METRO_LINEA_B,201910,2418604
METRO_CUENCA_7_INTEGRADOS,201910,507404
METRO_LINEA_H,201910,70186
METRO_CUENCA_6,201910,1431034
METRO_LINEA_K,201910,961791
METRO_CUENCA_3,201910,736049
METRO_TRANVIA,201910,903987
METRO_LINEA_A,201910,14711551
METRO_CUENCA_9_INTEGRADOS,201910,155895
METRO_LINEA_1_BUSES,201910,2209837
METRO_LINEA_J,201910,410846
METRO_CUENCA_5_INTEGRADOS,201910,533211
METRO_LINEA_2_BUSES,201910,342295
METRO_LINEA_L,201910,76791
METRO_LINEA_1_BUSES,201810,2243401
METRO_LINEA_L,201810,69740
METRO_LINEA_H,201810,65527
METRO_LINEA_J,201810,428801
METRO_LINEA_B,201810,2340270
METRO_LINEA_2_BUSES,201810,358549
METRO_LINEA_A,201810,14042117
METRO_CUENCA_7_INTEGRADOS,201810,465653
METRO_CUENCA_3,201810,670285
METRO_LINEA_K,201810,667959
METRO_CUENCA_6,201810,1304837
METRO_CUENCA_9_INTEGRADOS,201810,145005
METRO_TRANVIA,201810,828743
METRO_CUENCA_5_INTEGRADOS,201810,485386
METRO_CUENCA_5_INTEGRADOS,201710,424048
METRO_LINEA_L,201710,72443
METRO_LINEA_K,201710,642659
METRO_CUENCA_9_INTEGRADOS,201710,129066
METRO_LINEA_A,201710,15567420
METRO_LINEA_2_BUSES,201710,336269
METRO_LINEA_1_BUSES,201710,2119555
METRO_LINEA_J,201710,443270
METRO_CUENCA_3,201710,642348
METRO_CUENCA_6,201710,1092715
METRO_LINEA_H,201710,61217
METRO_TRANVIA,201710,669999
METRO_CUENCA_7_INTEGRADOS,201710,406003
METRO_LINEA_B,201710,2794918
METRO_LINEA_1_BUSES,201610,2059090
METRO_LINEA_2_BUSES,201610,338737
METRO_TRANVIA,201610,434404
METRO_CUENCA_7_INTEGRADOS,201610,379217
METRO_CUENCA_5_INTEGRADOS,201610,0
METRO_LINEA_K,201610,637260
METRO_LINEA_A,201610,15215438
METRO_CUENCA_3,201610,589609
METRO_CUENCA_6,201610,1103095
METRO_LINEA_J,201610,422982
METRO_LINEA_H,201610,0
METRO_LINEA_B,201610,2624743
METRO_LINEA_L,201610,77622
METRO_CUENCA_3,201510,570201
METRO_LINEA_2_BUSES,201510,348987
METRO_LINEA_J,201510,422395
METRO_LINEA_A,201510,15367531
METRO_LINEA_B,201510,2588079
METRO_CUENCA_6,201510,1071318
METRO_LINEA_K,201510,634265
METRO_LINEA_1_BUSES,201510,1965176
METRO_LINEA_L,201510,68698
METRO_CUENCA_6,201410,924596
METRO_LINEA_K,201410,604380
METRO_LINEA_L,201410,55807
METRO_LINEA_1_BUSES,201410,1878149
METRO_CUENCA_3,201410,494671
METRO_LINEA_2_BUSES,201410,365020
METRO_LINEA_J,201410,383101
METRO_LINEA_B,201410,2457612
METRO_LINEA_A,201410,14458862
METRO_LINEA_K,201310,589008
METRO_LINEA_A,201310,13548928
METRO_CUENCA_6,201310,1271
METRO_LINEA_1_BUSES,201310,1453615
METRO_LINEA_2_BUSES,201310,159941
METRO_CUENCA_3,201310,7200
METRO_LINEA_B,201310,2301295
METRO_LINEA_J,201310,359663
METRO_LINEA_L,201310,64556
METRO_LINEA_J,201210,297366
METRO_LINEA_A,201210,12455682
METRO_LINEA_B,201210,2183514
METRO_LINEA_L,201210,63329
METRO_LINEA_K,201210,568586
METRO_LINEA_1_BUSES,201210,1070447
METRO_LINEA_A,201110,11733842
METRO_LINEA_K,201110,564963
METRO_LINEA_L,201110,71958
METRO_LINEA_B,201110,2066289
METRO_LINEA_J,201110,267591
METRO_LINEA_1_BUSES,201110,0
METRO_CUENCA_9_INTEGRADOS,202001,118679
METRO_LINEA_K,202001,685965
METRO_TRANVIA,202001,760577
METRO_LINEA_A,202001,13105213
METRO_CUENCA_7_INTEGRADOS,202001,418345
METRO_CUENCA_3,202001,605370
METRO_LINEA_1_BUSES,202001,1895223
METRO_CUENCA_6,202001,1154096
METRO_CUENCA_5_INTEGRADOS,202001,377639
METRO_LINEA_2_BUSES,202001,303343
METRO_LINEA_L,202001,112473
METRO_LINEA_H,202001,63108
METRO_LINEA_J,202001,424420
METRO_LINEA_B,202001,2071895
METRO_CUENCA_7_INTEGRADOS,201901,408274
METRO_LINEA_K,201901,661502
METRO_CUENCA_5_INTEGRADOS,201901,399409
METRO_LINEA_2_BUSES,201901,316079
METRO_CUENCA_3,201901,598896
METRO_TRANVIA,201901,706097
METRO_LINEA_B,201901,1998443
METRO_LINEA_J,201901,394977
METRO_CUENCA_6,201901,1107675
METRO_LINEA_A,201901,12535604
METRO_CUENCA_9_INTEGRADOS,201901,121399
METRO_LINEA_1_BUSES,201901,1869841
METRO_LINEA_H,201901,60569
METRO_LINEA_L,201901,127279
METRO_CUENCA_6,201801,956004
METRO_CUENCA_3,201801,554229
METRO_LINEA_1_BUSES,201801,1831822
METRO_LINEA_B,201801,2169943
METRO_CUENCA_9_INTEGRADOS,201801,107738
METRO_LINEA_A,201801,13502214
METRO_LINEA_H,201801,47162
METRO_CUENCA_7_INTEGRADOS,201801,356622
METRO_LINEA_K,201801,651480
METRO_CUENCA_5_INTEGRADOS,201801,366202
METRO_LINEA_L,201801,130621
METRO_LINEA_J,201801,414478
METRO_LINEA_2_BUSES,201801,303527
METRO_TRANVIA,201801,639973
METRO_LINEA_A,201701,13569290
METRO_LINEA_L,201701,136987
METRO_CUENCA_5_INTEGRADOS,201701,322651
METRO_LINEA_2_BUSES,201701,307244
METRO_LINEA_K,201701,650615
METRO_CUENCA_3,201701,514763
METRO_LINEA_B,201701,2318271
METRO_LINEA_1_BUSES,201701,1790749
METRO_LINEA_J,201701,404560
METRO_TRANVIA,201701,494617
METRO_CUENCA_6,201701,928880
METRO_LINEA_H,201701,46440
METRO_CUENCA_7_INTEGRADOS,201701,346994
METRO_TRANVIA,201601,0
METRO_CUENCA_5_INTEGRADOS,201601,0
METRO_LINEA_B,201601,2175365
METRO_LINEA_K,201601,622499
METRO_LINEA_L,201601,134233
METRO_LINEA_A,201601,13219958
METRO_LINEA_J,201601,373947
METRO_LINEA_2_BUSES,201601,292859
METRO_CUENCA_6,201601,873973
METRO_CUENCA_7_INTEGRADOS,201601,47442
METRO_LINEA_1_BUSES,201601,1611116
METRO_LINEA_H,201601,0
METRO_CUENCA_3,201601,454014
METRO_LINEA_L,201501,118857
METRO_CUENCA_3,201501,419735
METRO_LINEA_1_BUSES,201501,1594309
METRO_LINEA_A,201501,12680744
METRO_LINEA_J,201501,364924
METRO_CUENCA_6,201501,797228
METRO_LINEA_K,201501,612375
METRO_LINEA_2_BUSES,201501,309668
METRO_LINEA_B,201501,2099776
METRO_LINEA_B,201401,1933935
METRO_LINEA_2_BUSES,201401,297319
METRO_LINEA_A,201401,11004939
METRO_LINEA_K,201401,587108
METRO_LINEA_J,201401,345444
METRO_CUENCA_6,201401,351219
METRO_CUENCA_3,201401,316701
METRO_LINEA_1_BUSES,201401,1522406
METRO_LINEA_L,201401,95939
METRO_CUENCA_6,201301,0
METRO_LINEA_2_BUSES,201301,0
METRO_LINEA_B,201301,1868187
METRO_LINEA_L,201301,111860
METRO_LINEA_A,201301,11089068
METRO_LINEA_K,201301,559307
METRO_CUENCA_3,201301,0
METRO_LINEA_J,201301,282826
METRO_LINEA_1_BUSES,201301,922144
METRO_LINEA_K,201201,565919
METRO_LINEA_1_BUSES,201201,583708
METRO_LINEA_B,201201,1845668
METRO_LINEA_L,201201,132501
METRO_LINEA_J,201201,258750
METRO_LINEA_A,201201,10856228
METRO_LINEA_1_BUSES,201101,0
METRO_LINEA_J,201101,227784
METRO_LINEA_L,201101,109644
METRO_LINEA_B,201101,1706614
METRO_LINEA_K,201101,529086
METRO_LINEA_A,201101,9939136
